hierarchy;id_category;prazo
22263 - Informática/Notebooks e Acessórios/Outros;22263;7 - 30
27042 - Áudio, Eletrônicos e Câmeras/TVs/TV de Tubo;27042;7 - 30
24653 - Brinquedos e Hobbies/Brinquedos para Bebês e Crianças Pequenas/Brinquedos para Crianças;24653;7 - 30
22993 - Bebês e Crianças/Roupas para Meninos/Meia de Meninos;22993;7 - 30
22994 - Bebês e Crianças/Roupas para Meninos/Ternos de Meninos;22994;7 - 30
22995 - Bebês e Crianças/Roupas para Meninos/Maiô de Menino;22995;7 - 30
22996 - Bebês e Crianças/Roupas para Meninos/Roupa Interior de Menino;22996;7 - 30
22997 - Bebês e Crianças/Roupas para Meninos/Outros;22997;7 - 30
22998 - Esporte e Lazer/Artes Marciais/Uniformes;22998;7 - 30
22999 - Bebês e Crianças/Artigos para Alimentação e Amamentação/Cadeira de Alimentação Infantil;22999;7 - 30
23000 - Bebês e Crianças/Artigos para Alimentação e Amamentação/limpador de Mamadeira;23000;7 - 30
23001 - Bebês e Crianças/Artigos para Alimentação e Amamentação/Mamadeira;23001;7 - 30
23003 - Bebês e Crianças/Artigos para Alimentação e Amamentação/Amamentação;23003;7 - 30
23007 - Esporte e Lazer/Artes Marciais/Outros;23007;7 - 30
23009 - Bebês e Crianças/Artigos para Alimentação e Amamentação/Capa de Enfermagem;23009;7 - 30
23011 - Bebês e Crianças/Artigos para Alimentação e Amamentação/Almofada de Amamentação;23011;7 - 30
23012 - Bebês e Crianças/Artigos para Alimentação e Amamentação/Outras;23012;7 - 30
23014 - Bebês e Crianças/Artigos para Alimentação e Amamentação/Esterilizadores & Aquecedores;23014;7 - 30
24657 - Brinquedos e Hobbies/Brinquedos Primeira Infância/Outros;24657;7 - 30
23017 - Bebês e Crianças/Artigos para Alimentação e Amamentação/Armazenamento & Distribuidores;23017;7 - 30
23021 - Esporte e Lazer/Outros/Outros;23021;7 - 30
23023 - Bebês e Crianças/Artigos para Alimentação e Amamentação/Mordedores e Chupetas;23023;7 - 30
23024 - Bebês e Crianças/Artigos para Alimentação e Amamentação/Garrafa de Água & Copo de Aprendizagem;23024;7 - 30
25073 - Saúde e Beleza/Prazer Pessoal/Others;25073;7 - 30
24659 - Brinquedos e Hobbies/Brinquedos Primeira Infância/Pranchetas & Ferramentas;24659;7 - 30
22524 - Roupas Femininas/Conjuntos/Outros;22524;7 - 30
27049 - Áudio, Eletrônicos e Câmeras/Áudio/Caixa de Som;27049;7 - 30
24660 - Brinquedos e Hobbies/Brinquedos Primeira Infância/Carrinhos de Brinquedo;24660;7 - 30
23036 - Esporte e Lazer/Corrida/Acessórios de Corrida;23036;7 - 30
27050 - Eletros e Portáteis/Eletroportáteis/Limpeza;27050;7 - 30
22870 - Eletros e Portáteis/Ar e Ventilação/Acessórios de Ar Condicionado;22870;7 - 30
23039 - Esporte e Lazer/Corrida/Outras;23039;7 - 30
27051 - Eletros e Portáteis/Eletroportáteis/Ferros e Ferro a Vapor;27051;7 - 30
24662 - Brinquedos e Hobbies/Brinquedos Primeira Infância/Brinquedos Eletrônicos;24662;7 - 30
23046 - Esporte e Lazer/Skates, Patins e Patinetes/Patinetes;23046;7 - 30
23047 - Bebês e Crianças/Roupas para Meninas/Casaco Infantil Feminino;23047;7 - 30
23048 - Bebês e Crianças/Roupas para Meninas/Pijamas para Meninas;23048;7 - 30
23049 - Bebês e Crianças/Roupas para Meninas/Calça Infantil Feminina;23049;7 - 30
23050 - Bebês e Crianças/Roupas para Meninas/Camiseta de Menina;23050;7 - 30
23051 - Esporte e Lazer/Skates, Patins e Patinetes/Hoverboards;23051;7 - 30
23053 - Bebês e Crianças/Roupas para Meninas/Meias de Menina;23053;7 - 30
23054 - Esporte e Lazer/Skates, Patins e Patinetes/Skate;23054;7 - 30
23055 - Bebês e Crianças/Roupas para Meninas/Maiô de Menina;23055;7 - 30
23056 - Bebês e Crianças/Roupas para Meninas/Roupa Interior de Menina;23056;7 - 30
23057 - Esporte e Lazer/Skates, Patins e Patinetes/Patins;23057;7 - 30
23058 - Esporte e Lazer/Skates, Patins e Patinetes/Outros;23058;7 - 30
23061 - Esporte e Lazer/Jogos com Bola e Tacos/Basquete;23061;7 - 30
23062 - Bebês e Crianças/Artigos de Maternidade/Hidratantes e Cremes;23062;7 - 30
23063 - Bebês e Crianças/Artigos de Maternidade/Pad Enfermagem;23063;7 - 30
23064 - Esporte e Lazer/Jogos com Bola e Tacos/Bilhar e Sinuca;23064;7 - 30
27162 - Roupas Femininas/Casacos/Moletons;27162;7 - 30
23067 - Esporte e Lazer/Jogos com Bola e Tacos/Golfe;23067;7 - 30
22618 - Bebês e Crianças/Roupas para Bebês/Agasalho de Bebê;22618;7 - 30
23070 - Esporte e Lazer/Jogos com Bola e Tacos/Rugby;23070;7 - 30
23071 - Bebês e Crianças/Artigos de Maternidade/Almofadas de Gravidez;23071;7 - 30
23072 - Esporte e Lazer/Jogos com Bola e Tacos/Squash;23072;7 - 30
23073 - Esporte e Lazer/Jogos com Bola e Tacos/Voleibol;23073;7 - 30
23074 - Esporte e Lazer/Jogos com Bola e Tacos/Outros;23074;7 - 30
24667 - Celulares e Acessórios/Cabos e Carregadores/Cabos de Android;24667;7 - 30
23077 - Bebês e Crianças/Roupas para Gestantes/Roupa Íntima;23077;7 - 30
23079 - Esporte e Lazer/Tênis de Mesa/Tênis de Mesa;23079;7 - 30
23080 - Bebês e Crianças/Roupas para Gestantes/Cinta de Sustentação para Grávidez;23080;7 - 30
23081 - Bebês e Crianças/Roupas para Gestantes/Outros;23081;7 - 30
23082 - Bebês e Crianças/Roupas para Gestantes/Conjunto;23082;7 - 30
23083 - Bebês e Crianças/Roupas para Gestantes/Tops;23083;7 - 30
23086 - Esporte e Lazer/Tênis de Mesa/Raquetes e Bolas;23086;7 - 30
22317 - Informática/Armazenamento e Discos Rígidos/Leitores de Cartões;22317;7 - 30
23088 - Esporte e Lazer/Tênis de Mesa/Acessórios;23088;7 - 30
23089 - Bolsas/Bagagem e Acessórios para Viagem/Outras;23089;7 - 30
23090 - Bolsas/Bagagem e Acessórios para Viagem/Acessórios de Viagem;23090;7 - 30
23091 - Bolsas/Bagagem e Acessórios para Viagem/Bolsas de Viagem;23091;7 - 30
23093 - Esporte e Lazer/Esportes Aquáticos/Mergulho;23093;7 - 30
23094 - Esporte e Lazer/Esportes Aquáticos/Natação;23094;7 - 30
23098 - Esporte e Lazer/Esportes Aquáticos/Outros;23098;7 - 30
25176 - Animais de Estimação/Cama & Almofadas/Cama & Almofadas;25176;7 - 30
22624 - Esporte e Lazer/Ginástica, Pilates e Yoga/Outras;22624;7 - 30
27202 - Acessórios de Moda/Lenços/Lenços;27202;7 - 30
23107 - Esporte e Lazer/Tênis/Tênis;23107;7 - 30
27204 - Acessórios de Moda/Luvas/Luvas;27204;7 - 30
23110 - Esporte e Lazer/Tênis/Acessórios de Tênis;23110;7 - 30
24673 - Esporte e Lazer/Futebol/Treinamento;24673;7 - 30
23112 - Esporte e Lazer/Tênis/Roupas;23112;7 - 30
25162 - Bolsas/Carteiras/Carteiras;25162;7 - 30
23115 - Bolsas/Bolsas Masculinas e Carteiras/Mochilas;23115;7 - 30
25164 - Bolsas/Bolsa transversal/Bolsa transversal;25164;7 - 30
27213 - Casa, Cozinha e Decoração/Jardins e Área Externa/Guarda sol;27213;7 - 30
25166 - Bolsas/Bolsa Sacola/Bolsa Sacola;25166;7 - 30
23119 - Bolsas/Bolsas Masculinas e Carteiras/Outras;23119;7 - 30
25168 - Bolsas/Bolsas de Mão/Bolsas de Mão;25168;7 - 30
25170 - Bolsas/Outras/Outras;25170;7 - 30
24675 - Acessórios para Veículos/Carregador Veicular e Suporte de Celular para Carro/Outros;24675;7 - 30
25172 - Bolsas/Pochete/Pochete;25172;7 - 30
27222 - Saúde e Beleza/Cuidados com a Pele/Utensílios de Cuidados Faciais;27222;7 - 30
23128 - Saúde e Beleza/Depilação/Depilação;23128;7 - 30
27225 - Saúde e Beleza/Manicure e Pedicure/Ferramentas e Dispositivos para Manicure;27225;7 - 30
25178 - Animais de Estimação/Camas, Gaiolas & Tanques/Camas, Gaiolas & Tanques;25178;7 - 30
25180 - Animais de Estimação/Gaiolas, Caixas & Casinhas/Gaiolas, Caixas & Casinhas;25180;7 - 30
23134 - Saúde e Beleza/Outros/Outras;23134;7 - 30
24677 - Acessórios para Veículos/Carregador Veicular e Suporte de Celular para Carro/Suporte de Celular para Carro;24677;7 - 30
23136 - Saúde e Beleza/Perfumes/Perfumes;23136;7 - 30
25186 - Animais de Estimação/Saúde e Bem-estar/Saúde e Bem-estar;25186;7 - 30
23139 - Saúde e Beleza/Prazer Pessoal/Produtos Adultos;23139;7 - 30
25188 - Animais de Estimação/Outros Cuidados/Outros Cuidados;25188;7 - 30
23142 - Saúde e Beleza/Barbearia/Kits de Barbear;23142;7 - 30
23143 - Saúde e Beleza/Cuidados com o Cabelo/Tratamento de Cabelo;23143;7 - 30
23144 - Saúde e Beleza/Cuidados com o Cabelo/Pente, Escova e Tesouras;23144;7 - 30
23145 - Saúde e Beleza/Cuidados com o Cabelo/Outros;23145;7 - 30
23153 - Saúde e Beleza/Maquiagem/Olhos;23153;7 - 30
23154 - Saúde e Beleza/Maquiagem/Rosto;23154;7 - 30
23155 - Saúde e Beleza/Maquiagem/Batons;23155;7 - 30
23156 - Saúde e Beleza/Maquiagem/Maletas de Maquiagem;23156;7 - 30
23157 - Saúde e Beleza/Maquiagem/Acessorios de Maquiagem;23157;7 - 30
23158 - Saúde e Beleza/Maquiagem/Outras;23158;7 - 30
25023 - Papelaria/Material Escolar/Material Escolar;25023;7 - 30
23170 - Saúde e Beleza/Cuidados Pessoais/Fraldas para Adultos;23170;7 - 30
23174 - Saúde e Beleza/Cuidados Pessoais/Lenço Umedecido;23174;7 - 30
23177 - Acessórios para Veículos/Limpeza e Manutenção/Material de limpeza;23177;7 - 30
23178 - Saúde e Beleza/Cuidados Pessoais/Cuidado da Orelha;23178;7 - 30
23179 - Saúde e Beleza/Cuidados Pessoais/Cuidado Feminino;23179;7 - 30
23180 - Saúde e Beleza/Cuidados Pessoais/Higiene Bucal;23180;7 - 30
23181 - Acessórios para Veículos/Limpeza e Manutenção/Cuidados de Automóveis Exteriores;23181;7 - 30
23182 - Saúde e Beleza/Cuidados Pessoais/Outras;23182;7 - 30
23183 - Acessórios para Veículos/Limpeza e Manutenção/Cuidados de Automóveis Interiores;23183;7 - 30
23184 - Saúde e Beleza/Cuidados Pessoais/Álcool Gel Antisséptico;23184;7 - 30
23186 - Saúde e Beleza/Cuidados Pessoais/Cuidados Seniores;23186;7 - 30
27006 - Calçados/Sapatos Formais/Sapatos Formais;27006;7 - 30
23192 - Acessórios para Veículos/Óleos e Fluidos Automotivos/Fluidos de Freio;23192;7 - 30
23195 - Acessórios para Veículos/Limpeza e Manutenção/Cuidados de Rodas de Apoio e Pneus;23195;7 - 30
23196 - Acessórios para Veículos/Limpeza e Manutenção/Lavar e Encerar;23196;7 - 30
23197 - Acessórios para Veículos/Limpeza e Manutenção/Outros;23197;7 - 30
23199 - Acessórios para Veículos/Eletrônica Automotiva/Centralinas Electrónicas;23199;7 - 30
23200 - Acessórios para Veículos/Eletrônica Automotiva/Sistemas de Alarme de Veículo;23200;7 - 30
23201 - Acessórios para Veículos/Eletrônica Automotiva/GPS Automotivo;23201;7 - 30
23203 - Acessórios para Veículos/Eletrônica Automotiva/Outros;23203;7 - 30
23204 - Saúde e Beleza/Cuidados com a Pele/Cuidados com os Olhos;23204;7 - 30
23205 - Saúde e Beleza/Cuidados com a Pele/Cuidado Facial;23205;7 - 30
23206 - Saúde e Beleza/Cuidados com a Pele/Cuidados com Pés;23206;7 - 30
23207 - Saúde e Beleza/Cuidados com a Pele/Cuidados com Mãos;23207;7 - 30
23208 - Saúde e Beleza/Cuidados com a Pele/Lábio;23208;7 - 30
23209 - Saúde e Beleza/Cuidados com a Pele/Outros;23209;7 - 30
23210 - Saúde e Beleza/Cuidados com a Pele/Protetor Solar;23210;7 - 30
23211 - Acessórios para Veículos/Óleos e Fluidos Automotivos/Refrigerantes;23211;7 - 30
23212 - Acessórios para Veículos/Óleos e Fluidos Automotivos/Óleo de Motor;23212;7 - 30
23216 - Saúde e Beleza/Manicure e Pedicure/Acessorios para Manicure;23216;7 - 30
23217 - Saúde e Beleza/Manicure e Pedicure/Decoração de Unhas;23217;7 - 30
23218 - Saúde e Beleza/Manicure e Pedicure/Outros;23218;7 - 30
24009 - Acessórios para Veículos/Eletrônica Automotiva/Adaptadores e Cabos para Carros;24009;7 - 30
22937 - Bebês e Crianças/Artigos de Segurança para Bebês/Anti-Mosquito;22937;7 - 30
23234 - Animais de Estimação/Alimentos/Alimentos para Pássaros;23234;7 - 30
23237 - Animais de Estimação/Alimentos/Alimentos para Gato;23237;7 - 30
23238 - Animais de Estimação/Alimentos/Alimentos para Cachorro;23238;7 - 30
23239 - Animais de Estimação/Alimentos/Alimentos para Peixe;23239;7 - 30
23240 - Animais de Estimação/Alimentos/Outros Alimentos;23240;7 - 30
23249 - Acessórios para Veículos/Óleos e Fluidos Automotivos/Fluidos de Transmissão;23249;7 - 30
23250 - Acessórios para Veículos/Óleos e Fluidos Automotivos/Outros;23250;7 - 30
23252 - Acessórios para Veículos/Peças para Carros/Filtros de ar automotivo;23252;7 - 30
23254 - Acessórios para Veículos/Peças e Acessórios para Motos/Acessórios de Motociclismo;23254;7 - 30
23255 - Acessórios para Veículos/Peças para Carros/Ferramentas e Equipamentos Automotivos;23255;7 - 30
23257 - Acessórios para Veículos/Peças para Carros/Sistemas de Freios;23257;7 - 30
23258 - Acessórios para Veículos/Peças para Carros/Farol de Carro;23258;7 - 30
23259 - Acessórios para Veículos/Peças para Carros/Resfriamento;23259;7 - 30
23260 - Acessórios para Veículos/Peças para Carros/Peças do Motor;23260;7 - 30
23261 - Acessórios para Veículos/Peças para Carros/Sistemas de Admissão & Escape de Ar;23261;7 - 30
23263 - Acessórios para Veículos/Peças para Carros/Suspensão, Choques e Suportes;23263;7 - 30
23266 - Acessórios para Veículos/Peças para Carros/Outras;23266;7 - 30
22250 - Casa, Cozinha e Decoração/Materiais de Limpeza e Lavanderia/Produtos de Limpeza;22250;7 - 30
23268 - Acessórios para Veículos/Peças e Acessórios para Motos/Capacetes de Moto;23268;7 - 30
23269 - Acessórios para Veículos/Peças e Acessórios para Motos/Óleos & Fluidos para Motos;23269;7 - 30
23270 - Acessórios para Veículos/Peças e Acessórios para Motos/Peças de Moto;23270;7 - 30
23272 - Acessórios para Veículos/Peças e Acessórios para Motos/Equipamento para Motociclista;23272;7 - 30
22311 - Informática/Acessórios Eletrônicos para Escritório/Projetores;22311;7 - 30
23290 - Acessórios para Veículos/Outros/Outros;23290;7 - 30
23293 - Brinquedos e Hobbies/Fantasias/Fantasia Infantil Masculina;23293;7 - 30
23300 - Brinquedos e Hobbies/Fantasias/Fantasia Infantil Feminina;23300;7 - 30
23303 - Brinquedos e Hobbies/Jogos de Tabuleiro e Cartas/Jogos de Tabuleiro;23303;7 - 30
23308 - Brinquedos e Hobbies/Jogos de Tabuleiro e Cartas/Jogos de Cartas e Baralhos;23308;7 - 30
23311 - Brinquedos e Hobbies/Jogos de Tabuleiro e Cartas/Jogos de Dados;23311;7 - 30
23312 - Brinquedos e Hobbies/Jogos de Tabuleiro e Cartas/Pião;23312;7 - 30
23313 - Brinquedos e Hobbies/Jogos de Tabuleiro e Cartas/Trading Cards;23313;7 - 30
23314 - Brinquedos e Hobbies/Jogos de Tabuleiro e Cartas/Outros;23314;7 - 30
23318 - Brinquedos e Hobbies/Colecionáveis, Action Figures e Modelismo/Action Figures;23318;7 - 30
23319 - Brinquedos e Hobbies/Colecionáveis, Action Figures e Modelismo/Colecionáveis;23319;7 - 30
23320 - Brinquedos e Hobbies/Colecionáveis, Action Figures e Modelismo/Die Cast;23320;7 - 30
23321 - Brinquedos e Hobbies/Colecionáveis, Action Figures e Modelismo/Modelismo;23321;7 - 30
23322 - Brinquedos e Hobbies/Colecionáveis, Action Figures e Modelismo/Brinquedos de Controle Remoto;23322;7 - 30
23323 - Brinquedos e Hobbies/Colecionáveis, Action Figures e Modelismo/Outros;23323;7 - 30
23326 - Brinquedos e Hobbies/Esportes Infantis e Jogos ao Ar Livre/Bicicletas, Triciclos e Motos Infantis;23326;7 - 30
23327 - Brinquedos e Hobbies/Esportes Infantis e Jogos ao Ar Livre/Outdoor Play & Aventura para Crianças;23327;7 - 30
23328 - Brinquedos e Hobbies/Esportes Infantis e Jogos ao Ar Livre/Acessórios Esportivos Infantis;23328;7 - 30
23329 - Brinquedos e Hobbies/Esportes Infantis e Jogos ao Ar Livre/Brinquedos de Praia e Piscina;23329;7 - 30
23330 - Brinquedos e Hobbies/Esportes Infantis e Jogos ao Ar Livre/Outros;23330;7 - 30
24882 - Esporte e Lazer/Moda Esportiva/Casacos Esportivos;24882;7 - 30
27033 - Áudio, Eletrônicos e Câmeras/Câmera e Acessórios/Câmeras;27033;7 - 30
24883 - Esporte e Lazer/Moda Esportiva/Acessórios de Moda Esportiva;24883;7 - 30
27034 - Áudio, Eletrônicos e Câmeras/Acessórios para TV/TV Box & Jogadores;27034;7 - 30
27307 - Alimentos e Bebidas/Bebidas Alcoólicas/Sake, Soju & Umeshu;27307;7 - 30
24041 - Acessórios para Veículos/Acessórios de Interior/Tapetes Para Carros;24041;7 - 30
27035 - Áudio, Eletrônicos e Câmeras/Acessórios para TV/TV na Parede e Jogadores;27035;7 - 30
23437 - Casa, Cozinha e Decoração/Artesanato/Faça Você Mesmo;23437;7 - 30
23438 - Casa, Cozinha e Decoração/Artesanato/Bonecas;23438;7 - 30
23439 - Casa, Cozinha e Decoração/Artesanato/Lembrancinhas;23439;7 - 30
23440 - Casa, Cozinha e Decoração/Artesanato/Outros;23440;7 - 30
23442 - Casa, Cozinha e Decoração/Tecidos e Materiais/Tecido & Materiais;23442;7 - 30
23443 - Casa, Cozinha e Decoração/Tecidos e Materiais/Tecidos;23443;7 - 30
23444 - Casa, Cozinha e Decoração/Tecidos e Materiais/Outros;23444;7 - 30
23446 - Saúde e Beleza/Suplementos/Suplemento Beleza;23446;7 - 30
23447 - Saúde e Beleza/Suplementos/Suplemento Nutricional;23447;7 - 30
22876 - Eletros e Portáteis/Ar e Ventilação/Purificadores de Ar e Desumidificadores;22876;7 - 30
23449 - Saúde e Beleza/Suplementos/Bem-estar;23449;7 - 30
23450 - Saúde e Beleza/Suplementos/Outros;23450;7 - 30
23454 - Saúde e Beleza/Cuidados com a Saúde/Massageadores;23454;7 - 30
23455 - Saúde e Beleza/Cuidados com a Saúde/Medicamentos;23455;7 - 30
26968 - Saúde e Beleza/Cuidados com o Corpo/Outros;26968;7 - 30
23457 - Saúde e Beleza/Cuidados com a Saúde/Emagrecimento & Modelagem;23457;7 - 30
23461 - Saúde e Beleza/Suprimentos Médicos/Inaladores e Nebulizadores;23461;7 - 30
23462 - Saúde e Beleza/Suprimentos Médicos/Meias de Compressão;23462;7 - 30
23463 - Saúde e Beleza/Suprimentos Médicos/Cuidados ao Idoso;23463;7 - 30
23464 - Saúde e Beleza/Suprimentos Médicos/Acessórios Saúde;23464;7 - 30
23465 - Saúde e Beleza/Suprimentos Médicos/Camas Hospitalares;23465;7 - 30
23466 - Saúde e Beleza/Suprimentos Médicos/Pomadas e Creme;23466;7 - 30
23467 - Saúde e Beleza/Suprimentos Médicos/Ortopedia;23467;7 - 30
23468 - Saúde e Beleza/Suprimentos Médicos/Alívio da Dor;23468;7 - 30
23469 - Saúde e Beleza/Suprimentos Médicos/Estetoscópios;23469;7 - 30
23470 - Saúde e Beleza/Suprimentos Médicos/Termômetros;23470;7 - 30
23471 - Saúde e Beleza/Suprimentos Médicos/Cadeiras de Rodas e Peças;23471;7 - 30
23472 - Saúde e Beleza/Suprimentos Médicos/Outros;23472;7 - 30
27025 - Áudio, Eletrônicos e Câmeras/Câmera e Acessórios/Outros;27025;7 - 30
23499 - Saúde e Beleza/Manicure e Pedicure/Esmalte;23499;7 - 30
23503 - Acessórios para Veículos/Manutenção e Instalação/Outros;23503;7 - 30
23504 - Acessórios para Veículos/Manutenção e Instalação/Pneus;23504;7 - 30
27038 - Áudio, Eletrônicos e Câmeras/TVs/TV LED;27038;7 - 30
24057 - Acessórios para Veículos/Acessórios de Exterior/Proteção Solar;24057;7 - 30
23512 - Brinquedos e Hobbies/Lembranças e Colecionáveis/Filmes;23512;7 - 30
23513 - Brinquedos e Hobbies/Lembranças e Colecionáveis/Música;23513;7 - 30
23518 - Brinquedos e Hobbies/Lembranças e Colecionáveis/Outras;23518;7 - 30
22197 - Casa, Cozinha e Decoração/Decoração/Outros;22197;7 - 30
27039 - Áudio, Eletrônicos e Câmeras/TVs/Outros TVs;27039;7 - 30
23546 - Brinquedos e Hobbies/Música, Filmes e Séries/Bluerays;23546;7 - 30
23547 - Brinquedos e Hobbies/Música, Filmes e Séries/CDs;23547;7 - 30
23548 - Brinquedos e Hobbies/Música, Filmes e Séries/DVDs;23548;7 - 30
23549 - Brinquedos e Hobbies/Música, Filmes e Séries/Outras;23549;7 - 30
23551 - Brinquedos e Hobbies/Instrumentos Musicais/Instrumentos Tradicionais Chineses;23551;7 - 30
23553 - Brinquedos e Hobbies/Instrumentos Musicais/Baterias e Tambores;23553;7 - 30
23554 - Brinquedos e Hobbies/Instrumentos Musicais/Acessórios de Instrumento;23554;7 - 30
23555 - Brinquedos e Hobbies/Instrumentos Musicais/Pianos, Órgãos e Teclados;23555;7 - 30
23556 - Brinquedos e Hobbies/Instrumentos Musicais/Instrumentos de Corda;23556;7 - 30
23557 - Brinquedos e Hobbies/Instrumentos Musicais/Instrumentos de Sopro;23557;7 - 30
23558 - Brinquedos e Hobbies/Instrumentos Musicais/Outras;23558;7 - 30
22880 - Eletros e Portáteis/Ar e Ventilação/Ventilador;22880;7 - 30
27040 - Áudio, Eletrônicos e Câmeras/TVs/TV Plasma;27040;7 - 30
22881 - Eletros e Portáteis/Ar e Ventilação/Umidificadores e Purificadores de Ar;22881;7 - 30
27041 - Áudio, Eletrônicos e Câmeras/TVs/Smart TV;27041;7 - 30
22375 - Roupas Femininas/Casacos/Capa;22375;7 - 30
23626 - Bebês e Crianças/Roupas para Meninas/Outros;23626;7 - 30
23973 - Acessórios para Veículos/Som Automotivo/Aparelhos Multimídia;23973;7 - 30
24655 - Brinquedos e Hobbies/Brinquedos para Bebês e Crianças Pequenas/Brinquedos de Banho;24655;7 - 30
22374 - Casa, Cozinha e Decoração/Iluminação/Luminária de Piso;22374;7 - 30
22883 - Eletros e Portáteis/Ar e Ventilação/Aquecedores de Água;22883;7 - 30
27043 - Áudio, Eletrônicos e Câmeras/Áudio/Amplificadores & Receptores;27043;7 - 30
22377 - Casa, Cozinha e Decoração/Iluminação/Tampa da Lâmpada;22377;7 - 30
22378 - Roupas Femininas/Casacos/Cacacos e Jaquetas;22378;7 - 30
24427 - Informática/Acessórios Eletrônicos para Escritório/Scanners e impressoras 3D;24427;7 - 30
22380 - Casa, Cozinha e Decoração/Iluminação/Lâmpadas Bulbos;22380;7 - 30
27044 - Áudio, Eletrônicos e Câmeras/Áudio/Acessórios de Áudio;27044;7 - 30
23953 - Casa, Cozinha e Decoração/Iluminação/Luz Noturna;23953;7 - 30
24431 - Informática/Acessórios Eletrônicos para Escritório/Fragmentadora de papel;24431;7 - 30
23066 - Esporte e Lazer/Jogos com Bola e Tacos/Futsal;23066;7 - 30
23069 - Bebês e Crianças/Artigos de Maternidade/Outros;23069;7 - 30
23126 - Saúde e Beleza/Cuidados com o Cabelo/Tinta de cabelo;23126;7 - 30
26827 - Livros e Revistas/Revistas e Jornais/Negócios;26827;7 - 30
22391 - Bebês e Crianças/Acessórios/Relógios;22391;7 - 30
23075 - Bebês e Crianças/Roupas para Gestantes/Vestidos;23075;7 - 30
26833 - Livros e Revistas/Livros/Livros Infantis;26833;7 - 30
22342 - Casa, Cozinha e Decoração/Artigos para Cozinha/Acessórios para Lavatórios;22342;7 - 30
24661 - Brinquedos e Hobbies/Brinquedos Primeira Infância/Blocos de Montar;24661;7 - 30
27048 - Áudio, Eletrônicos e Câmeras/Áudio/Soundbars;27048;7 - 30
26839 - Livros e Revistas/Livros/Computadores e Tecnologia;26839;7 - 30
26840 - Livros e Revistas/Livros/Saúde, Fitness e Dieta;26840;7 - 30
26842 - Livros e Revistas/Livros/Aprendizagem de Línguas e Dicionários;26842;7 - 30
22236 - Casa, Cozinha e Decoração/Organização e Armazenamento Doméstico/Caixa e Cesta de Armazenamento;22236;7 - 30
26845 - Livros e Revistas/Livros/Light Novels;26845;7 - 30
26846 - Livros e Revistas/Livros/Literatura Clássica;26846;7 - 30
24663 - Brinquedos e Hobbies/Brinquedos Primeira Infância/Brinquedos Musicais;24663;7 - 30
26847 - Livros e Revistas/Livros/Fantasia;26847;7 - 30
26849 - Livros e Revistas/Livros/Romance;26849;7 - 30
26850 - Livros e Revistas/Livros/Biografia e Memórias;26850;7 - 30
26851 - Livros e Revistas/Livros/Ciências e Matemática;26851;7 - 30
24664 - Brinquedos e Hobbies/Brinquedos Primeira Infância/Artes & Trabalhos Manuais;24664;7 - 30
26853 - Livros e Revistas/Livros/Parentalidade e Família;26853;7 - 30
22482 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Vestuário e Equipamento de Proteção;22482;7 - 30
26854 - Livros e Revistas/Livros/Psicologia e Relacionamentos;26854;7 - 30
26855 - Livros e Revistas/Livros/Religião e Filosofia;26855;7 - 30
26856 - Livros e Revistas/Livros/História e Culturas;26856;7 - 30
24665 - Brinquedos e Hobbies/Brinquedos Primeira Infância/Brinquedo Faz de Conta;24665;7 - 30
26857 - Livros e Revistas/Livros/Carreiras, Auto-ajuda e Desenvolvimento Pessoal;26857;7 - 30
23929 - Bebês e Crianças/Calçados/Outros;23929;7 - 30
23930 - Informática/Componentes para Computadores/Placas de Som;23930;7 - 30
23931 - Informática/Componentes para Computadores/Drives Ópticos;23931;7 - 30
23933 - Roupas Masculinas/Plus Size/Outros;23933;7 - 30
23934 - Informática/Componentes para Computadores/Disquete;23934;7 - 30
23936 - Roupas Masculinas/Plus Size/Camisetas Plus Size;23936;7 - 30
23937 - Roupas Masculinas/Plus Size/Roupas Esportivas e de Praia Plus Size;23937;7 - 30
23938 - Roupas Masculinas/Plus Size/Agasalhos Plus Size;23938;7 - 30
23939 - Roupas Masculinas/Plus Size/Calças Plus Size;23939;7 - 30
23940 - Roupas Masculinas/Plus Size/Camisas Sociais Plus Size;23940;7 - 30
23943 - Roupas Femininas/Plus Size/Outros;23943;7 - 30
23944 - Roupas Femininas/Plus Size/Vestidos;23944;7 - 30
23945 - Roupas Femininas/Plus Size/Calças;23945;7 - 30
23946 - Roupas Femininas/Plus Size/Blusas, Camisas e Camisetas;23946;7 - 30
23947 - Roupas Femininas/Plus Size/Roupas Esportivas;23947;7 - 30
23948 - Roupas Femininas/Plus Size/Roupas de Praia;23948;7 - 30
23949 - Roupas Femininas/Plus Size/Roupas Íntimas;23949;7 - 30
23950 - Roupas Femininas/Plus Size/Pijamas;23950;7 - 30
23951 - Roupas Femininas/Plus Size/Conjuntos;23951;7 - 30
23952 - Casa, Cozinha e Decoração/Decoração/Festas e Comemorações;23952;7 - 30
23448 - Saúde e Beleza/Suplementos/Perda de Peso;23448;7 - 30
26862 - Livros e Revistas/Livros/Livros de Pano para Bebês;26862;7 - 30
23959 - Saúde e Beleza/Maquiagem/Cílios Postiços;23959;7 - 30
23961 - Informática/Tablets e Acessórios/Outros;23961;7 - 30
26863 - Livros e Revistas/Livros/Audiobook;26863;7 - 30
23970 - Acessórios para Veículos/Som Automotivo/Outros;23970;7 - 30
